,first_city,second_city,length,speed_limit,name_of_highway,Junction
8019,"Jct_I-69_&_I-94_E,_Michigan","Port_Huron,_Michigan",5,55,I-69/94,1
8020,"Jct_I-69_&_M-13,_Michigan","Lennon,_Michigan",3,40,M-13,1
8021,"Jct_I-69_&_M-13,_Michigan","Perry,_Michigan",18,65,I-69,1
8022,"Jct_I-69_&_US_127,_Michigan","Lake_Lansing,_Michigan",8,65,I-69,1
8023,"Jct_I-70_&_I-170,_Missouri","Maplewood,_Missouri",8,55,I-170,1
8024,"Jct_I-70_&_I-170,_Missouri","St._Louis,_Missouri",14,40,I-70,1
8025,"Jct_I-70_&_I-335,_Kansas","Lawrence,_Kansas",22,65,Kansas_Tpk_[I-70],1
8026,"Jct_I-70_&_I-335,_Kansas","Pauline,_Kansas",5,65,Kansas_Tpk_[I-335],1
8027,"Jct_I-70_&_I-335,_Kansas","Topeka,_Kansas",5,40,I-70,1
8028,"Jct_I-70_&_I-435_E,_Missouri","Kansas_City,_Missouri",8,40,I-70,1
8029,"Jct_I-70_&_I-435_W,_Kansas","Jct_I-70_&_I-635,_Kansas",7,55,I-70,1
8030,"Jct_I-70_&_I-435_W,_Kansas","Lenexa,_Kansas",14,55,I-435,1
8031,"Jct_I-70_&_I-465_E,_Indiana","Spiceland,_Indiana",34,65,I-70,1
8032,"Jct_I-70_&_I-470,_Kansas","Jct_I-70_&_US_75,_Kansas",3,55,I-70,1
8033,"Jct_I-70_&_I-470,_Kansas","Ogden,_Kansas",53,65,I-70,1
8034,"Jct_I-70_&_I-470,_Kansas","Pauline,_Kansas",7,55,I-470,1
8035,"Jct_I-70_&_I-635,_Kansas","Jct_I-70_&_US_69_W,_Kansas",2,40,I-70,1
8036,"Jct_I-70_&_KS_14_E,_Kansas","Jct_I-70_&_KS_14_W,_Kansas",3,65,I-70,1
8037,"Jct_I-70_&_KS_14_E,_Kansas","Jct_I-70_&_KS_156,_Kansas",3,65,I-70,1
8038,"Jct_I-70_&_KS_14_E,_Kansas","Lincoln,_Kansas",18,45,KS_14,1
8039,"Jct_I-70_&_KS_14_W,_Kansas","Russell,_Kansas",33,65,I-70,1
8040,"Jct_I-70_&_KS_156,_Kansas","Salina,_Kansas",26,65,I-70,1
8041,"Jct_I-70_&_MO_13,_Missouri","Jct_I-70_&_US_65,_Missouri",28,65,I-70,1
8042,"Jct_I-70_&_MO_13,_Missouri","Lexington,_Missouri",16,45,MO_13,1
8043,"Jct_I-70_&_MO_13,_Missouri","Warrensburg,_Missouri",16,45,MO_13,1
8044,"Jct_I-70_&_US_40_W,_Kansas","Jct_I-70_&_US_83,_Kansas",6,65,I-70,1
8045,"Jct_I-70_&_US_40_W,_Kansas","Oakley,_Kansas",2,52,US_40,1
8046,"Jct_I-70_&_US_65,_Missouri","Lamine,_Missouri",20,65,I-70,1
8047,"Jct_I-70_&_US_65,_Missouri","Marshall,_Missouri",11,52,US_65,1
8048,"Jct_I-70_&_US_65,_Missouri","Sedalia,_Missouri",18,52,US_65,1
8049,"Jct_I-70_&_US_69_W,_Kansas","Kansas_City,_Kansas",2,40,I-70,1
8050,"Jct_I-70_&_US_69_W,_Kansas","Roeland_Park,_Kansas",4,30,US_69,1
8051,"Jct_I-70_&_US_75,_Kansas","Jct_US_24_&_US_75,_Kansas",2,65,US_75,1
8052,"Jct_I-70_&_US_75,_Kansas","Topeka,_Kansas",3,40,I-70,1
8053,"Jct_I-70_&_US_77,_Kansas","Jct_US_77_&_KS_18,_Kansas",2,40,US_77,1
8054,"Jct_I-70_&_US_77,_Kansas","Junction_City,_Kansas",5,65,I-70,1
8055,"Jct_I-70_&_US_77,_Kansas","Salina,_Kansas",47,65,I-70,1
8056,"Jct_I-70_&_US_83,_Kansas","Oakley,_Kansas",5,45,US_83,1
8057,"Jct_I-70_&_UT_10,_Utah","Price,_Utah",69,45,UT_10,1
8058,"Jct_I-70_&_UT_10,_Utah","Salina,_Utah",42,65,I-70,1
8059,"Jct_I-71_&_I-264,_Kentucky","Jct_I-71_&_I-265,_Kentucky",4,55,I-71,1
8060,"Jct_I-71_&_I-264,_Kentucky","Louisville,_Kentucky",6,40,I-71,1
8061,"Jct_I-71_&_I-265,_Kentucky","Middletown,_Kentucky",8,65,I-265,1
8062,"Jct_I-74_&_I-474_E,_Illinois","Morton,_Illinois",2,65,I-74,1
8063,"Jct_I-74_&_I-474_E,_Illinois","Peoria,_Illinois",5,55,I-74,1
8064,"Jct_I-74_&_I-474_W,_Illinois","Mossville,_Illinois",8,55,IL_6,1
8065,"Jct_I-74_&_I-474_W,_Illinois","Peoria,_Illinois",6,55,I-74,1
8066,"Jct_I-74_&_I-80,_Iowa","Le_Claire,_Iowa",8,55,I-80,1
8067,"Jct_I-74_&_I-80,_Iowa","Mt._Joy,_Iowa",2,55,I-80,1
8068,"Jct_I-75_&_GA_96,_Georgia","Perry,_Georgia",5,65,I-75,1
8069,"Jct_I-75_&_GA_96,_Georgia","Tarversville,_Georgia",17,45,GA_96,1
8070,"Jct_I-75_&_I-275_N,_Florida","Rital,_Florida",27,65,I-75,1
8071,"Jct_I-75_&_I-275_N,_Florida","Tampa,_Florida",15,55,I-275,1
8072,"Jct_I-75_&_I-275_S,_Florida","St._Petersburg,_Florida",19,55,I-275,1
8073,"Jct_I-75_&_I-280,_Ohio","Jct_I-75_&_M-50,_Michigan",19,65,I-75,1
8074,"Jct_I-75_&_I-280,_Ohio","Northwood,_Ohio",6,55,I-280,1
8075,"Jct_I-75_&_I-280,_Ohio","Toledo,_Ohio",3,40,I-75,1
8076,"Jct_I-75_&_I-285_N,_Georgia","Sandy_Springs,_Georgia",7,55,I-285,1
8077,"Jct_I-75_&_I-285_N,_Georgia","Westoak,_Georgia",8,55,I-75,1
8078,"Jct_I-75_&_I-285_S,_Georgia","Jct_I-75_&_I-675,_Georgia",12,55,I-75,1
8079,"Jct_I-75_&_I-285_S,_Georgia","Jct_I-85_&_I-285_W,_Georgia",7,55,I-285,1
8080,"Jct_I-75_&_I-375,_Michigan","Jct_I-75_&_I-94,_Michigan",2,40,I-75,1
8081,"Jct_I-75_&_I-375,_Michigan","Jct_I-75_&_M-10,_Michigan",2,40,I-75,1
8082,"Jct_I-75_&_I-475_N,_Georgia","Jct_I-75_&_I-475_S,_Georgia",17,65,I-475,1
8083,"Jct_I-75_&_I-475_N,_Georgia","Macon,_Georgia",13,55,I-75,1
8084,"Jct_I-75_&_I-475_N,_Michigan","Mount_Morris,_Michigan",4,65,I-475,1
8085,"Jct_I-75_&_I-475_S,_Georgia","Macon,_Georgia",8,55,I-75,1
8086,"Jct_I-75_&_I-475_S,_Michigan","Jct_I-75_&_US_23,_Michigan",3,65,I-75,1
8087,"Jct_I-75_&_I-595,_Florida","Jct_I-75_&_US_27,_Florida",6,65,I-75,1
8088,"Jct_I-75_&_I-640_N,_Tennessee","Knoxville,_Tennessee",3,40,I-275,1
8089,"Jct_I-75_&_I-675_N,_Michigan","Jct_I-75_&_US_10,_Michigan",7,65,I-75,1
8090,"Jct_I-75_&_I-675_N,_Michigan","Zilwaukee,_Michigan",2,55,I-75,1
8091,"Jct_I-75_&_I-675_S,_Michigan","Jct_I-75_&_M-46,_Michigan",2,55,I-75,1
8092,"Jct_I-75_&_I-675_S,_Michigan","Zilwaukee,_Michigan",3,55,I-75,1
8093,"Jct_I-75_&_I-94,_Michigan","Jct_I-94_&_M-10,_Michigan",1,40,I-94,1
8094,"Jct_I-75_&_I-94,_Michigan","Jct_I-94_&_M-53,_Michigan",3,40,I-94,1
8095,"Jct_I-75_&_I-96,_Michigan","Jct_I-75_&_M-10,_Michigan",1,40,I-75,1
8096,"Jct_I-75_&_I-96,_Michigan","Jct_I-75_&_M-3,_Michigan",1,40,I-75,1
8097,"Jct_I-75_&_I-96,_Michigan","Jct_I-94_&_I-96,_Michigan",1,40,I-96,1
8098,"Jct_I-75_&_I-96,_Michigan","Jct_I-94_&_Michigan_Ave/US_12,_Michigan",3,25,US_12,1
8099,"Jct_I-75_&_M-10,_Michigan","Jct_I-94_&_M-10,_Michigan",2,40,M-10,1
8100,"Jct_I-75_&_M-10,_Michigan","Jct_M-3_&_M-10,_Michigan",1,30,M-10,1
8101,"Jct_I-75_&_M-123,_Michigan","Jct_I-75_&_M-134,_Michigan",8,65,I-75,1
8102,"Jct_I-75_&_M-123,_Michigan","St._Ignace,_Michigan",8,65,I-75,1
8103,"Jct_I-75_&_M-134,_Michigan","Rudyard,_Michigan",14,65,I-75,1
8104,"Jct_I-75_&_M-27,_Michigan","Jct_I-75_&_US_31,_Michigan",22,65,I-75,1
8105,"Jct_I-75_&_M-3,_Michigan","Jct_M-3_&_M-10,_Michigan",1,25,M-3,1
8106,"Jct_I-75_&_M-3,_Michigan","Jct_ON_2_&_ON_3,_Ontario",7,55,Ambassador_Bridge/ON_3,1
8107,"Jct_I-75_&_M-3,_Michigan","Lincoln_Park,_Michigan",8,40,I-75,1
8108,"Jct_I-75_&_M-46,_Michigan","Saginaw,_Michigan",2,30,M-46,1
8109,"Jct_I-75_&_M-50,_Michigan","Monroe,_Michigan",3,30,M-50,1
8110,"Jct_I-75_&_M-50,_Michigan","Newport,_Michigan",5,65,I-75,1
8111,"Jct_I-75_&_M-59,_Michigan","Jct_I-75_&_US_24_Spur,_Michigan",2,55,I-75,1
8112,"Jct_I-75_&_M-59,_Michigan","Pontiac,_Michigan",3,55,M-59,1
8113,"Jct_I-75_&_M-59,_Michigan","Utica,_Michigan",12,55,M-59,1
8114,"Jct_I-75_&_TN_153,_Tennessee","Jct_US_27_&_TN_153,_Tennessee",14,55,TN_153,1
8115,"Jct_I-75_&_US_10,_Michigan","Midland,_Michigan",11,65,US_10,1
8116,"Jct_I-75_&_US_10,_Michigan","Standish,_Michigan",26,65,I-75,1
8117,"Jct_I-75_&_US_24_Spur,_Michigan","Madison_Heights,_Michigan",14,55,I-75,1
8118,"Jct_I-75_&_US_27,_Florida","Naples,_Florida",78,65,Everglades_Pkwy_[I-75],1
8119,"Jct_I-75_&_US_27,_Florida","Pennsuco,_Florida",19,40,US_27,1
8120,"Jct_I-75_&_US_27,_Florida","South_Bay,_Florida",41,52,US_27,1
8121,"Jct_I-75_&_US_27,_Michigan","Roscommon,_Michigan",11,65,I-75,1
8122,"Jct_I-75_&_US_31,_Michigan","Mackinaw_City,_Michigan",3,65,I-75,1
8123,"Jct_I-76_&_I-676,_Pennsylvania","Jct_I-95_&_I-676,_Pennsylvania",2,30,I-676,1
8124,"Jct_I-76_&_I-676,_Pennsylvania","Philadelphia,_Pennsylvania",6,30,I-76,1
8125,"Jct_I-76_&_I-80,_Nebraska","Julesburg,_Colorado",4,65,I-76,1
8126,"Jct_I-76_&_I-80,_Nebraska","Ogallala,_Nebraska",24,65,I-80,1
8127,"Jct_I-77_&_I-80,_Ohio","Seven_Hills,_Ohio",14,55,I-77,1
8128,"Jct_I-77_&_I-80,_Ohio","Strongsville,_Ohio",11,65,Ohio_Tpk_[I-80],1
8129,"Jct_I-8_&_CA_163,_California","Jct_I-8_&_I-805,_California",2,40,I-8,1
8130,"Jct_I-8_&_CA_163,_California","Jct_I-805_&_CA_163,_California",3,40,CA_163,1
8131,"Jct_I-8_&_CA_163,_California","Ocean_Beach,_California",2,40,I-8,1
8132,"Jct_I-8_&_CA_163,_California","San_Diego,_California",4,40,CA_163,1
8133,"Jct_I-8_&_I-15,_California","Jct_I-8_&_I-805,_California",1,40,I-8,1
8134,"Jct_I-8_&_I-15,_California","Jct_I-805_&_CA_94,_California",4,40,I-805_&_I-15,1
8135,"Jct_I-8_&_I-15,_California","Miramar,_California",7,40,I-15,1
8136,"Jct_I-8_&_I-805,_California","Jct_I-805_&_CA_163,_California",3,55,I-805,1
8137,"Jct_I-8_&_I-805,_California","Jct_I-805_&_CA_94,_California",3,40,I-805,1
8138,"Jct_I-80_&_I-180,_Nebraska","Jct_I-80_&_US_77_E,_Nebraska",5,55,I-80,1
8139,"Jct_I-80_&_I-180,_Nebraska","Jct_I-80_&_US_77_W,_Nebraska",4,55,I-80,1
8140,"Jct_I-80_&_I-180,_Nebraska","Lincoln,_Nebraska",5,40,I-180,1
8141,"Jct_I-80_&_I-280,_Iowa","Jct_I-80_&_IA_130,_Iowa",3,55,I-80,1
8142,"Jct_I-80_&_I-280,_Iowa","Jct_I-80_&_IA_38_E,_Iowa",19,65,I-80,1
8143,"Jct_I-80_&_I-294,_Illinois","Oak_Forest,_Illinois",3,55,I-80,1
8144,"Jct_I-80_&_I-294,_Illinois","Willow_Springs,_Illinois",18,55,Tri-State_Tollway_[I-294],1
8145,"Jct_I-80_&_I-480,_Nebraska","Jct_I-80_&_I-680,_Nebraska_",7,55,I-80,1
8146,"Jct_I-80_&_I-480,_Nebraska","Omaha,_Nebraska",2,40,I-480,1
8147,"Jct_I-80_&_I-680,_Iowa","Jct_I-80_&_US_6,_Iowa",19,65,I-80,1
8148,"Jct_I-80_&_I-680,_Iowa","Loveland,_Iowa",17,65,I-680,1
8149,"Jct_I-80_&_I-680,_Nebraska_","Jct_I-80_&_NE_370,_Nebraska",6,65,I-80,1
8150,"Jct_I-80_&_I-680,_Nebraska_","Venice,_Nebraska",11,45,US_275,1
8151,"Jct_I-80_&_I-94,_Illinois","Jct_US_30_&_IL_394,_Illinois",5,55,IL_394,1
8152,"Jct_I-80_&_IA_130,_Iowa","Mt._Joy,_Iowa",3,55,I-80,1
8153,"Jct_I-80_&_IA_130,_Iowa","Tipton,_Iowa",32,45,IA_130,1
8154,"Jct_I-80_&_IA_38_E,_Iowa","Jct_I-80_&_IA_38_W,_Iowa",4,65,I-80,1
8155,"Jct_I-80_&_IA_38_E,_Iowa","Jct_US_61_&_IA_38,_Iowa",10,45,IA_38,1
8156,"Jct_I-80_&_IA_38_W,_Iowa","Tipton,_Iowa",9,45,IA_38,1
8157,"Jct_I-80_&_NE_15,_Nebraska","Jct_I-80_&_US_77_W,_Nebraska",18,65,I-80,1
8158,"Jct_I-80_&_NE_15,_Nebraska","Jct_NE_15_&_NE_92,_Nebraska",27,45,NE_15,1
8159,"Jct_I-80_&_NE_15,_Nebraska","York,_Nebraska",26,65,I-80,1
8160,"Jct_I-80_&_NE_19,_Nebraska","Kimball,_Nebraska",35,65,I-80,1
8161,"Jct_I-80_&_NE_19,_Nebraska","Sidney,_Nebraska",5,65,I-80,1
8162,"Jct_I-80_&_NE_370,_Nebraska","Jct_I-80_&_US_77_E,_Nebraska",32,65,I-80,1
8163,"Jct_I-80_&_US_151,_Iowa","Tiffin,_Iowa",15,65,I-80,1
8164,"Jct_I-80_&_US_151,_Iowa","Williamsburg,_Iowa",5,65,I-80,1
8165,"Jct_I-80_&_US_189,_Wyoming","Kemmerer,_Wyoming",37,45,US_189,1
8166,"Jct_I-80_&_US_34/281,_Nebraska","Kearney,_Nebraska",40,65,I-80,1
8167,"Jct_I-80_&_US_34/281,_Nebraska","York,_Nebraska",41,65,I-80,1
8168,"Jct_I-80_&_US_40,_Utah","Park_Terrace,_Utah",16,65,I-80,1
8169,"Jct_I-80_&_US_6,_Iowa","Oakland,_Iowa",20,45,US_6,1
8170,"Jct_I-80_&_US_77_E,_Nebraska","Lincoln,_Nebraska",6,30,L55X,1
8171,"Jct_I-80_&_US_77_E,_Nebraska","Wahoo,_Nebraska",21,45,US_77,1
8172,"Jct_I-80_&_US_77_W,_Nebraska","Jct_US_77_&_L55W,_Nebraska",6,40,US_77,1
8173,"Jct_I-80_&_US_77_W,_Nebraska","Lincoln,_Nebraska",3,30,US_6,1
8174,"Jct_I-80_&_US_95_W,_Nevada","Winnemucca,_Nevada",94,65,I-80,1
8175,"Jct_I-80/90_&_Alt_US_20,_Ohio","Lime_City,_Ohio",62,65,Ohio_Tpk_[I-80/90],1
8176,"Jct_I-80/90_&_Alt_US_20,_Ohio","Pioneer,_Ohio",4,45,Alt_US_20,1
8177,"Jct_I-80/90_&_IN_19,_Indiana","Roseland,_Indiana",15,65,Indiana_Toll_Rd_[I-80/90],1
8178,"Jct_I-80/90_&_US_131,_Indiana","White_Pigeon,_Michigan",4,45,US_131,1
8179,"Jct_I-80/90_&_US_31,_Indiana","Roseland,_Indiana",5,65,Indiana_Toll_Rd_[I-80/90],1
8180,"Jct_I-80/90_&_US_31,_Indiana","Springville,_Indiana",18,65,Indiana_Toll_Rd_[I-80/90],1
8181,"Jct_I-80/90_&_US_31,_Indiana","Westfield,_Indiana",4,55,US_31,1
8182,"Jct_I-805_&_CA_163,_California","Miramar,_California",7,55,CA_163,1
8183,"Jct_I-805_&_CA_94,_California","La_Mesa,_California",6,55,CA_94,1
8184,"Jct_I-805_&_CA_94,_California","San_Diego,_California",3,40,CA_94,1
8185,"Jct_I-805_&_CA_94,_California","Tijuana,_Baja_California_Norte",10,40,I-805,1
8186,"Jct_I-81_&_I-181,_Tennessee","Jct_I-81_&_US_11W,_Tennessee",17,65,I-81,1
8187,"Jct_I-81_&_I-181,_Tennessee","Johnson_City,_Tennessee",15,65,I-181,1
8188,"Jct_I-81_&_I-181,_Tennessee","Kingsport,_Tennessee",8,65,I-181,1
8189,"Jct_I-81_&_I-381,_Virginia","Jct_I-81_&_US_11W,_Tennessee",5,55,I-81,1
8190,"Jct_I-81_&_I-481_S,_New_York","LaFayette,_New_York",8,65,I-81,1
8191,"Jct_I-81_&_I-481_S,_New_York","Syracuse,_New_York",3,55,I-81,1
8192,"Jct_I-81_&_US_11W,_Tennessee","Kingsport,_Tennessee",19,52,US_11W,1
8193,"Jct_I-82_&_I-182,_Washington","Jct_I-82_&_US_395,_Washington",12,65,I-82,1
8194,"Jct_I-82_&_I-182,_Washington","Prosser,_Washington",19,65,I-82,1
8195,"Jct_I-82_&_I-182,_Washington","Richland,_Washington",6,65,I-182,1
8196,"Jct_I-82_&_US_395,_Washington","Kennewick,_Washington",5,52,US_395,1
8197,"Jct_I-82_&_US_395,_Washington","Plymouth,_Washington",19,65,I-82,1
8198,"Jct_I-84_&_CT_10,_Connecticut","Jct_I-84_&_CT_72,_Connecticut",3,65,I-84,1
8199,"Jct_I-84_&_CT_10,_Connecticut","Marion,_Connecticut",7,65,I-84,1
8200,"Jct_I-84_&_CT_10,_Connecticut","Milldale,_Connecticut",8,45,CT_10,1
8201,"Jct_I-84_&_CT_63,_Connecticut","Naugatuck,_Connecticut",4,40,CT_63,1
8202,"Jct_I-84_&_CT_63,_Connecticut","Southbury,_Connecticut",7,65,I-84,1
8203,"Jct_I-84_&_CT_63,_Connecticut","Waterbury,_Connecticut",2,40,I-84,1
8204,"Jct_I-84_&_CT_63,_Connecticut","Watertown,_Connecticut",5,45,CT_63,1
8205,"Jct_I-84_&_CT_72,_Connecticut","Jct_I-84_&_CT_9,_Connecticut",5,55,I-84,1
8206,"Jct_I-84_&_CT_72,_Connecticut","New_Britain,_Connecticut",6,55,CT_72,1
8207,"Jct_I-84_&_CT_72,_Connecticut","Terryville,_Connecticut",10,55,CT_72,1
8208,"Jct_I-84_&_CT_9,_Connecticut","New_Britain,_Connecticut",5,55,CT_9,1
8209,"Jct_I-84_&_I-384,_Connecticut","West_Willington,_Connecticut",20,65,I-84,1
8210,"Jct_I-84_&_I-86,_Idaho","Snowville,_Utah",59,65,I-84,1
8211,"Jct_I-84_&_I-86,_Idaho","Twin_Falls,_Idaho",51,65,I-84,1
8212,"Jct_I-84_&_I-90,_Massachusetts","Jct_I-90,_I-290_&_I-395",11,65,Massachusetts_Tpk_[I-90],1
8213,"Jct_I-84_&_I-90,_Massachusetts","Palmer,_Massachusetts",17,65,Massachusetts_Tpk_[I-90],1
8214,"Jct_I-84_&_I-90,_Massachusetts","Sturbridge,_Massachusetts",1,55,I-84,1
8215,"Jct_I-84_&_US_7/202,_Connecticut","New_Milford,_Connecticut",11,52,US_7/202,1
8216,"Jct_I-84_&_US_7/202,_Connecticut","Sandy_Hook,_Connecticut",9,65,I-84,1
8217,"Jct_I-85_&_GA_316,_Georgia","Jct_I-85_&_I-285_E,_Georgia",10,55,I-85,1
8218,"Jct_I-85_&_I-285_E,_Georgia","Sandy_Springs,_Georgia",6,55,I-285,1
8219,"Jct_I-85_&_I-285_W,_Georgia","LaGrange,_Georgia",43,65,I-85,1
8220,"Jct_I-85_&_US_64,_North_Carolina","Lexington,_North_Carolina",4,30,US_64,1
8221,"Jct_I-85_&_US_64,_North_Carolina","Linwood,_North_Carolina",9,65,I-85,1
8222,"Jct_I-87_&_I-90,_New_York","Jct_I-87_&_NY_7,_New_York",6,65,I-87,1
8223,"Jct_I-87_&_I-90,_New_York","Jct_I-90_&_I-890_E,_New_York",6,65,New_York_Thruway_[I-90],1
8224,"Jct_I-87_&_NY_7,_New_York","Schenectady,_New_York",11,52,NY_7,1
8225,"Jct_I-87_&_NY_7,_New_York","Troy,_New_York",5,55,NY_7,1
8226,"Jct_I-89_&_I-389,_Vermont","Waterbury,_Vermont",24,65,I-89,1
8227,"Jct_I-89_&_I-389,_Vermont","Winooski_Park,_Vermont",3,55,I-89,1
8228,"Jct_I-89_&_US_4,_Vermont","West_Bridgewater,_Vermont",24,45,US_4,1
8229,"Jct_I-89_&_US_4,_Vermont","White_River_Junction,_Vermont",3,65,I-89,1
8230,"Jct_I-895_&_MD_295,_Maryland","Lansdowne,_Maryland",1,55,I-895,1
8231,"Jct_I-895_&_MD_295,_Maryland","Linthicum,_Maryland",1,55,Baltimore-Washington_Pkwy,1
8232,"Jct_I-90,_I-290_&_I-395","North_Grafton,_Massachusetts",7,65,Massachusetts_Tpk_[I-90],1
8233,"Jct_I-90,_I-290_&_I-395","Worcester,_Massachusetts",8,40,I-290,1
8234,"Jct_I-90_&_I-229,_South_Dakota","Jct_I-90_&_MN_23,_Minnesota",13,65,I-90,1
8235,"Jct_I-90_&_I-229,_South_Dakota","Sioux_Falls,_South_Dakota",3,40,I-229,1
8236,"Jct_I-90_&_I-291,_Massachusetts","Jct_I-90_&_I-91,_Massachusetts",6,55,Massachusetts_Tpk_[I-90],1
8237,"Jct_I-90_&_I-291,_Massachusetts","Ludlow,_Massachusetts",4,65,Massachusetts_Tpk_[I-90],1
8238,"Jct_I-90_&_I-291,_Massachusetts","Springfield,_Massachusetts",6,40,I-291,1
8239,"Jct_I-90_&_I-890_E,_New_York","Rotterdam,_New_York",5,65,New_York_Thruway_[I-90],1
8240,"Jct_I-90_&_I-890_E,_New_York","Schenectady,_New_York",4,55,I-890,1
8241,"Jct_I-90_&_I-91,_Massachusetts","Jct_I-90_&_US_202,_Massachusetts",5,65,Massachusetts_Tpk_[I-90],1
8242,"Jct_I-90_&_I-91,_Massachusetts","Springfield,_Massachusetts",5,40,I-91,1
8243,"Jct_I-90_&_I-94_N,_Illinois","O'Hare_Airport,_Illinois",8,40,I-90,1
8244,"Jct_I-90_&_I-94_N,_Illinois","Wheeling,_Illinois",18,40,I-94,1
8245,"Jct_I-90_&_I-94_N,_Wisconsin","Jct_I-94_&_WI_21,_Wisconsin",3,65,I-94,1
8246,"Jct_I-90_&_I-94_N,_Wisconsin","New_Lisbon,_Wisconsin",16,65,I-90/94,1
8247,"Jct_I-90_&_I-94_N,_Wisconsin","Sparta,_Wisconsin",21,65,I-90,1
8248,"Jct_I-90_&_I-94_S,_Wisconsin","Jct_I-90_&_US_12/18,_Wisconsin",4,55,I-39/90,1
8249,"Jct_I-90_&_I-94_S,_Wisconsin","Jct_I-90/94_&_US_151,_Wisconsin",2,55,I-39/90/94,1
8250,"Jct_I-90_&_I-94_S,_Wisconsin","Jct_US_151_&_WI_30,_Wisconsin",3,55,WI_30,1
8251,"Jct_I-90_&_I-94_S,_Wisconsin","Johnson_Creek,_Wisconsin",34,65,I-94,1
8252,"Jct_I-90_&_I-95,_Massachusetts","Wellesley_Hills,_Massachusetts",3,55,I-95,1
8253,"Jct_I-90_&_I-95,_Massachusetts","Weston,_Massachusetts",2,55,I-95,1
8254,"Jct_I-90_&_MN_23,_Minnesota","Luverne,_Minnesota",12,65,I-90,1
8255,"Jct_I-90_&_MN_23,_Minnesota","Pipestone,_Minnesota",28,45,MN_23,1
8256,"Jct_I-90_&_MN_56,_Minnesota","Jct_I-90_&_US_218_E,_Minnesota",4,65,I-90,1
8257,"Jct_I-90_&_MN_56,_Minnesota","Jct_US_63_&_MN_56,_Minnesota",31,45,MN_56,1
8258,"Jct_I-90_&_SD_45_E,_South_Dakota","Kimball,_South_Dakota",5,65,I-90,1
8259,"Jct_I-90_&_SD_45_E,_South_Dakota","Plankinton,_South_Dakota",21,65,I-90,1
8260,"Jct_I-90_&_SD_45_E,_South_Dakota","Platte,_South_Dakota",25,45,SD_45,1
8261,"Jct_I-90_&_SD_73_W,_South_Dakota","Kadoka,_South_Dakota",7,65,I-90,1
8262,"Jct_I-90_&_SD_73_W,_South_Dakota","Philip,_South_Dakota",15,45,SD_73,1
8263,"Jct_I-90_&_SD_73_W,_South_Dakota","Wall,_South_Dakota",31,65,I-90,1
8264,"Jct_I-90_&_US_12/18,_Wisconsin","Jct_US_12/14/18/151_E,_Wisconsin",6,55,US_12/18,1
8265,"Jct_I-90_&_US_202,_Massachusetts","Northhampton,_Massachusetts",16,45,MA_10,1
8266,"Jct_I-90_&_US_202,_Massachusetts","Westfield,_Massachusetts",1,40,US_202,1
8267,"Jct_I-90_&_US_61_E,_Minnesota","La_Crescent,_Minnesota",2,30,US_14/61,1
8268,"Jct_I-90_&_US_61_E,_Minnesota","Onalaska,_Wisconsin",4,55,I-90,1
8269,"Jct_I-90_&_US_69,_Minnesota","Jct_US_69_&_IA_9,_Iowa",29,45,US_69,1
8270,"Jct_I-90_&_US_93_W,_Montana","Missoula,_Montana",9,65,I-90,1
8271,"Jct_I-90_&_US_93_W,_Montana","Ravalli,_Montana",27,45,US_93/MT_200,1
8272,"Jct_I-90_&_US_93_W,_Montana","St._Regis,_Montana",62,65,I-90,1
8273,"Jct_I-90/94_&_I-39,_Wisconsin","Jct_I-90/94_&_US_12,_Wisconsin",16,65,I-90/94,1
8274,"Jct_I-90/94_&_I-39,_Wisconsin","Jct_I-90/94_&_WI_60,_Wisconsin",11,65,I-39/90/94,1
8275,"Jct_I-90/94_&_I-39,_Wisconsin","Portage,_Wisconsin",5,65,I-39,1
8276,"Jct_I-90/94_&_US_12,_Wisconsin","Lake_Delton,_Wisconsin",3,55,I-90/94,1
8277,"Jct_I-90/94_&_US_12,_Wisconsin","West_Baraboo,_Wisconsin",4,45,US_12,1
8278,"Jct_I-90/94_&_US_151,_Wisconsin","Jct_I-90/94_&_US_51,_Wisconsin",3,55,I-39/90/94,1
8279,"Jct_I-90/94_&_US_151,_Wisconsin","Jct_US_151_&_WI_30,_Wisconsin",3,40,US_151,1
8280,"Jct_I-90/94_&_US_51,_Wisconsin","Jct_I-90/94_&_WI_60,_Wisconsin",13,65,I-39/90/94,1
8281,"Jct_I-90/94_&_US_51,_Wisconsin","Jct_US_151_&_WI_30,_Wisconsin",4,40,US_51,1
8282,"Jct_I-90/94_&_WI_60,_Wisconsin","Sauk_City,_Wisconsin",16,45,WI_60,1
8283,"Jct_I-91_&_I-93,_Vermont","St._Johnsbury,_Vermont",2,55,I-91,1
8284,"Jct_I-91_&_MA_2_N,_Massachusetts","Jct_US_202_&_MA_2_W,_Massachusetts",24,45,MA_2,1
8285,"Jct_I-91_&_VT_11,_Vermont","Rockingham,_Vermont",6,65,I-91,1
8286,"Jct_I-93_&_I-293_N,_New_Hampshire","Jct_I-93_&_US_3,_New_Hampshire",2,55,I-93,1
8287,"Jct_I-93_&_I-293_N,_New_Hampshire","Manchester,_New_Hampshire",8,55,I-293,1
8288,"Jct_I-93_&_I-293_S,_New_Hampshire","Jct_I-93_&_NH_101,_New_Hampshire",3,55,I-93,1
